TEST#,INITIALIZE QUEUE,FORM TREE,ENCODE4,INITIALIZE QUEUE, FORM TREE, DECODE, TOTAL (SEC)
test1.txt,0,15,130,1,9,0,0
test2.txt,6,8,125,0,0,0,0
test3.txt,31,31,671,0,15,0,0
test4.txt,62,6,828,0,31,0,0
test5.txt,299,83,2359,3,17,0,3
TEST#,INITIALIZE QUEUE,FORM TREE,ENCODE3,INITIALIZE QUEUE, FORM TREE, DECODE, TOTAL (SEC)
test1.txt,0,15,109,0,0,0,0
test2.txt,0,0,140,0,15,0,0
test3.txt,31,31,628,0,15,0,0
test4.txt,61,0,867,1,16,0,1
test5.txt,296,93,2680,0,31,0,3
TEST#,INITIALIZE QUEUE,FORM TREE,ENCODE4,INITIALIZE QUEUE, FORM TREE, DECODE, TOTAL (SEC)
test1.txt,0,15,93,0,15,0,0
test2.txt,15,15,125,0,15,0,0
test3.txt,31,31,593,0,0,0,0
test4.txt,62,15,843,1,19,0,1
test5.txt,281,93,2352,2,23,0,3
test6.txt,1453,15,6271,0,15,0,9
TEST#,READ from file,INITIALIZE QUEUE,FORM TREE,ENCODE4,INITIALIZE QUEUE, FORM TREE, DECODE, TOTAL (SEC)
TEST#,READ from file,INITIALIZE QUEUE,FORM TREE,ENCODE4,INITIALIZE QUEUE, FORM TREE, DECODE, TOTAL (SEC)
25851,7,121,0,15,109,51
TEST#,READ from file,INITIALIZE QUEUE,FORM TREE,ENCODE4,INITIALIZE QUEUE, FORM TREE, DECODE, TOTAL (SEC)
TEST#,READ from file,INITIALIZE QUEUE,FORM TREE,ENCODE4,INITIALIZE QUEUE, FORM TREE, DECODE, TOTAL (SEC)
85606,15,109,0,15,109,171
TEST#,READ from file,INITIALIZE QUEUE,FORM TREE,ENCODE4,INITIALIZE QUEUE, FORM TREE, DECODE, TOTAL (SEC)
18080,11,189,1,10,138,36
TEST#,READ from file,INITIALIZE QUEUE,FORM TREE,ENCODE4,INITIALIZE QUEUE, FORM TREE, DECODE, TOTAL (SEC)
51417,0,125,0,0,109,103
TEST#,READ from file,INITIALIZE QUEUE,FORM TREE,ENCODE4,INITIALIZE QUEUE, FORM TREE, DECODE, TOTAL (SEC)
15,15,171,0,0,124,0
TEST#,READ from file,INITIALIZE QUEUE,FORM TREE,ENCODE4,INITIALIZE QUEUE, FORM TREE, DECODE, TOTAL (SEC)
15,15,156,15,0,140,0
TEST#,READ from file,INITIALIZE QUEUE,FORM TREE,ENCODE4,INITIALIZE QUEUE, FORM TREE, DECODE, TOTAL (SEC)
27269,0,31,0,0,0,54
TEST#,READ from file,INITIALIZE QUEUE,FORM TREE,ENCODE4,INITIALIZE QUEUE, FORM TREE, DECODE, TOTAL (SEC)
0,0,15,0,0,0,0
TEST#,READ from file,INITIALIZE QUEUE,FORM TREE,ENCODE4,INITIALIZE QUEUE, FORM TREE, DECODE, TOTAL (SEC)
0,15,156,0,0,125,0
TEST#,READ from file,INITIALIZE QUEUE,FORM TREE,ENCODE4,INITIALIZE QUEUE, FORM TREE, DECODE, TOTAL (SEC)
15,15,156,0,0,125,0
TEST#,READ from file,INITIALIZE QUEUE,FORM TREE,ENCODE4,INITIALIZE QUEUE, FORM TREE, DECODE, TOTAL (SEC)
72955,15,140,0,0,93,146
TEST#,READ from file,INITIALIZE QUEUE,FORM TREE,ENCODE4,INITIALIZE QUEUE, FORM TREE, DECODE, TOTAL (SEC)
12137,7,26835,0,15,109,51
TEST#,READ from file,INITIALIZE QUEUE,FORM TREE,ENCODE4,INITIALIZE QUEUE, FORM TREE, DECODE, TOTAL (SEC)
15,0,143,1,2,125,0
TEST#,READ from file,INITIALIZE QUEUE,FORM TREE,ENCODE4,INITIALIZE QUEUE, FORM TREE, DECODE, TOTAL (SEC)
0,15,125,0,15,125,0
TEST#,READ from file,INITIALIZE QUEUE,FORM TREE,ENCODE4,INITIALIZE QUEUE, FORM TREE, DECODE, TOTAL (SEC)
0,0,16238,0,15,109,16
TEST#,READ from file,INITIALIZE QUEUE,FORM TREE,ENCODE4,INITIALIZE QUEUE, FORM TREE, DECODE, TOTAL (SEC)
5,8,154,0,7,148,0
TEST#,READ from file,INITIALIZE QUEUE,FORM TREE,ENCODE4,INITIALIZE QUEUE, FORM TREE, DECODE, TOTAL (SEC)
4,12,175,0,12,160,0
TEST#,READ from file,INITIALIZE QUEUE,FORM TREE,ENCODE4,INITIALIZE QUEUE, FORM TREE, DECODE, TOTAL (SEC)
0,15,140,15,15,125,0
TEST#,READ from file,INITIALIZE QUEUE,FORM TREE,ENCODE4,INITIALIZE QUEUE, FORM TREE, DECODE, TOTAL (SEC)
6016,15,456,0,0,46,12
TEST#,READ from file,INITIALIZE QUEUE,FORM TREE,ENCODE4,INITIALIZE QUEUE, FORM TREE, DECODE, TOTAL (SEC)
0,0,140,0,15,140,0
0,15,109,0,15,343,0
TEST#,READ from file,INITIALIZE QUEUE,FORM TREE,ENCODE4,INITIALIZE QUEUE, FORM TREE, DECODE, TOTAL (SEC)
15,15,156,0,15,0,0
0,0,125,0,15,0,0
31,15,187,0,15,0,0
125,0,375,15,28,0,0
609,15,2446,2,18,0,3
2596,46,7484,0,54,0,12
